recid1,recid,kdstrata,kdorgan,kdloc,kdtk,nama,almt,kota,rt,rw,telp,telp_1,telp_2,telp_3,fax_1,fax_2,fax_3,kode_pos,gate,comp,luas,buka,mode,type_toko,fot,type_harga,type_rak,ls_tanah,ls_jual,ls_disp,ls_gudang,pkp,npwp,skp,tglskp,tutup,kirim,gudang,kont_awal,kont_akhir,cnt_hal,cnt_lt,coc,coc_tiang,end_gond,jmlrak,fldisp,freegdl,prplprm,prmarea,sewa,kurs,umur,namafrc,markup,kpp,personil,ka_toko,as_toko,merchan01,merchan02,merchan03,merchan04,kasir01,kasir02,kasir03,kasir04,kasir05,kasir06,pramu01,pramu02,pramu03,pramu04,pramu05,pramu06,pramu07,pramu08,pramu09,pramu10,pramu11,pramu12,fr_max_cr,fr_begbal,fr_credit,fr_ppn,fr_pay,fr_ppn1,fr_d_cr,fr_d_pay,update,toko,npb,bpb,badan,royal_1,royal_1p,royal_2,royal_2p,royal_3,royal_3p,royal_4,royal_4p,buah,tgl_pkm,jml_km,elpiji,kdlm,trf,upd_dho,upd_dec,upd_aac,fdisp,trf_ho,oto,kdbr,berlaku,compete,npwp_dc,tgl_dc,almt_pjk1,almt_pjk2,almt_pjk3,kode_cid,kd_frc,nppkp,mrchnt,tok24,conv,berlaku_hrg,berlaku_cid,jadwal_conv,flagtoko,hari24,imobile,apka,tidak_hitung_pb,jenis_toko,class_tk,subclass_tk,tgl_aktif_mstore,koneksi_primary,koneksi_secondary,tanggal_primary,tanggal_secondary,domain,dual_screen,start_tgl_berlaku_se,end_tgl_berlaku_se,flag_libur_rutin,jam_buka,jam_tutup,point_cafe,event,periode_awal,periode_akhir,tgl_buka_pointcafe,tgl_tutup_pointcafe,tgl_dis05,kabupaten,setor_bank,nama_bank1,tgl_awal_bank1,tgl_akhir_bank1,nama_bank2,tgl_awal_bank2,tgl_akhir_bank2,tok_perda,tok_tgl_awal_perda,tok_tgl_akhir_perda,tok_pointcaffee_app,tok_drive_thru,almt_toko,almt_pajak,tok_pt_bip,flagtk,markup_igr,tgl_multirates
"","","1131"," "," ","F00J","CITRA PASUNDAN - TANGERANG 1","123456789012345678901234567812345678901234567890123456781234567890123456789012345678"," ","","","","0811234567890"," "," "," "," "," ","","","2","192","2016-05-01","1","H","1","2","H","264","","109.69","56.01","Y","21.102.603.4-452.001","21.102.603.4-452.001","2016-04-29","","G026","","","","","","","","","","","","","","0","1","","CV.ANDHIKA KARYA MAKMUR","3","P452","16","2012066669","2012060233","2013089922"," "," "," ","2013071489","2013054886","2013223117","2015015261","2013133265"," ","2013075178","2013185049","2013216597","2013079279","2015002170","2012061646","2013151713"," "," "," "," "," ","","","","","","","","","2022-08-19","F00J","","","T","","","","","","","",""," X X X ","2016-05-01","10","       ","TAWW","","","2020-08-05","","2","","N","","2014-01-16"," ","01.337.994.6-092.000","2022-09-19","1234567890123456789012345678","1234567890123456789012345678","1234567890123456789012345678","XXX","C8995","","","N","NC","2014-01-16","2014-01-16","       ","","NNNNNNN","","N","N","MOTHER STORE","SD","SDS","","","","","","","N","","","","07:00","22:00","N","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","N","","ALAMAT TOKO STRUK BARIS 1 ALAMAT TOKO STRU#ALAMAT TOKO STRUK BARIS 2 ALAMAT TOK","123456789012345678901234567812345678901234567890123456781234567890123456789012345678","N","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F00M","SPBU RADEN SALEH - TANGERANG","JL. RADEN SALEH RT. 003 RW. 007           KEL. KARANG MULYA KEC. KARANG TENGAH","TANGERANG","","","","7308791"," "," "," "," "," ","","","2","149","2016-01-31","1","H","1","1","H","149.39","","127.74","24.43","Y","1","2","2021-10-22","","G026","","","","","","","","","","","","","","0","1","","INI BIASA","3","P416","10","2013022933","2013042082"," "," "," "," ","2013154986","2013225356"," "," "," "," ","2013075534","2013191118","2013152512","2015012278","2013128085","2013158030"," "," "," "," "," "," ","","","","","","","","","2022-08-19","F00M","","","T","","","","","","","","","  X X X","2016-01-31","42","       ","","","","2020-08-05","","2","","N","","2016-01-22"," ","01.337.994.6-092.000","2022-09-19","1                           ","2                           ","3                           ","XXX","AAAAA","","","N","NC","2016-01-22","2016-01-22","       ","","NNNNNNN","","N","N","","SD","SDS","","","","","","","N","","","","07:00","22:00","N","","","","","","2020-09-01","","","","","","","","","","","","N","","#","1                           2                           3                           ","N","SMN=15000, SMX=70000","",""
"","","1131"," ","004220060001","F029","BOROBUDUR II - TANGERANG","JL BOROBUDUR BLOK C3&5  KEL. CIBODAS BARU KEC.  JATIUWUNG","TANGERANG","","","","5914034"," "," "," "," "," ","","01","2","145","1999-06-18","1","B","1","1","B","145.45","220","114.82","75.53","Y","01.870.618.4-402.000","01.870.618.4-402.000","","","G026","","2004-06-12","2004-06-12","","","","","","","","","","","0","1","60","PT.CATUR PRIMA PERDANA","2","P402","21"," ","2013033292","2013003862","2013014631"," "," ","2012066217","2012061509","2012048211","2013192760","2013092333","2013123172","2013182940","2013174970","2013186408","2013186605","2013231065","2012049340","2012059867","2013095014","2013171532","2013166335"," "," ","","","","","","","","","2022-08-19","F029","","","T","","","","","","","","","  X X X","1999-06-18","12","  X X X","","","2006-02-06","2020-08-05","2011-06-15","2","","N","","2010-06-01"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C7015","01.870.618.4-402.000","","N","NC","2011-08-31","2012-03-11","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004080090001","F02U","VILLA GRAND TOMANG - TANGERA","123312344131314","TANGERANG","","","","55790634"," "," "," "," "," ","","","2","191","2022-01-01","1","H","1","1","H","230.07","","165.88","33.22","Y","02.155.488.6-402.002","02.155.488.6-402.001","2008-05-28","","G026","","","","","","","","","","","","","","0","1","","PT. MARTINDO PRIMA","3","P402","20","2011001654","2013026441","2013029123","2012067607","2012030420"," ","2013075211","2013079287","2013148638","2013197179","2012086861"," ","A201229686","2013100185","2013079263","2013011819","2015021660","2015007232","2013096560","2013032990"," "," "," "," ","","","","","","","","","2022-08-19","F02U","","","T","","","","","","","",""," X X X ","2022-01-01","7","  X X X","","","2008-06-06","2020-08-05","2011-06-17","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","1233                        ","12344                       ","131314                      ","XXX","C6009","","","N","NC","2011-08-31","2012-03-25","       ","","NNNNNNN","","N","N","MOTHER STORE","SD","SDH","","","","","","","N","","","","07:00","22:00","N","","","","","","2020-09-01","","","","","","","","","","","","N","","214124#214124","1233                        12344                       131314                      ","N","SMN=15000, SMX=70000","",""
"","","1131"," ","1107010270002","F0WI","PAKU HAJI - TANGERANG","JL. KH SAADULLAH DESA KEL.PAKU ALAM       KEC.PAKU HAJI"," ","","","","59372809"," "," "," "," "," ","","","2","147","2016-05-01","1","G","1","1","G","192.31","","99.76","22.89","Y","71.327.028.8-418.001","71.327.028.8-418.001","2016-04-28","","G026","","","","","","","","","","","","","","","1","","CV. BHIKA ANUGRAH PRATAMA","2","P418","14","2012022570","2012107302","2013085703"," "," "," ","2013006737","2013167262","2015039929"," "," "," ","2012085681","2013167269","2013055108","2013057854","2013123638","2015022956","2013221836","2013089404"," "," "," "," ","","","","","","","","","2022-08-19","F0WI","","","T","","","","","","","",""," X X X ","2016-05-01","35","  X X X","T73E","","2008-07-22","2020-08-05","2011-06-17","2","","N","","2013-11-30"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C8994","71.327.028.8-418.001","","N","NC","2013-11-30","2013-11-30","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F11A","ARCADIA TANGERANG - TANGERAN","PERUMAHAN ARCADIA BLOK H.4 NO.21-22 RT.04 RW.05  KEL.BATUCEPER KEC.BATUCEPER","TANGERANG","","","","55786972"," "," "," "," "," ","","","2","105","2012-07-31","1","H","1","1","H","104.62","","94.02","65.43","Y","31.564.677.8-416.000","31.564.677.8-416.000","2012-07-20","","G026","","","","","","","","","","","","","","","1","","CV.BUDI SENTOSA","2","P416","16","2012079067","2013082050","2013095068"," "," "," ","2013075198","2013177061","2013079383","2013221866","2013211080","2013019912","2013079406","2013142461","2013195851","2013020387","2013014618","2013098163","2013224121"," "," "," "," "," ","","","","","","","","","2022-08-19","F11A","","","F","","","","","","","","","  X X X","2012-07-31","20","  X X X","","","","2020-08-05","","2","","N","","2014-01-28"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C3075","31.564.677.8-416.000","","N","NC","2014-01-28","2014-01-28","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220270003","F153","VILLA TANGERANG ELOK","VILLA TANGERANG ELOK A.09 NO.01           KEL.KUTA JAYA KEC.PASAR KEMIS"," ","","","","29664697"," "," "," "," "," ","","07","2","127","2001-10-01","1","B","1","1","B","177.60","323.09","106.93","57.12","Y","01.765.986.3-418.001","01.765.986.3-418.001","","","G026","","2003-03-18","2003-03-18","","","","","","","","","","","17660573","1","36","PT.TRI RENGGA USAHA","2","P418","12","2012103497","2013022931","2012073583"," "," "," ","2013142438","2015035567","2015017887","2013205325"," "," ","2013153537","2013092525","2013084444","2013216622"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F153","","","F","","","","","","","",""," X X X ","2001-10-01","13"," X X X ","","","2006-06-06","2020-07-03","2011-06-14","2","","N","","2010-08-01"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C0113","01.765.986.3-418.001","","N","NC","2011-08-31","2012-03-25","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220090001","F17D","TAMAN ROYAL - TANGERANG","RUKO PERMATA NIAGA I NO. 61-62            KEL.TANAH TINGGI KEC.TANGERANG","TANGERANG","","","","55745989"," "," "," "," "," ","","05","2","128","2011-01-01","1","G","1","5","G","145.51","","107.43","66.55","Y","03.028.835.1-416.000","03.028.835.1-416.000","2010-12-27","","G026","","","","","","","","","","","","","","","1","","CV. ANDAL SEJAHTERA","2","P416","19","2004007065","2013040755","2012036044","2013075155"," "," ","2013056484","2012049089","2012089970","2013115447","2013194014","2013159877","2013155481","2013008415","2015021686","2012068479","2012068496","2013065319","2013099245"," "," "," "," "," ","","","","","","","","","2022-08-19","F17D","","","T","","","","","","","","","  X X X","2011-01-01","23"," X X X ","F813","","2006-06-06","2020-08-05","2011-06-09","2","","N","","2010-05-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C2562","03.028.835.1-416.000","","N","NC","2011-08-31","2012-03-28","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F1Y4","BUMI INDAH 2 - TANGERANG","PERUM BUMI INDAH TAHAP IV NO. 1-2 RT.001 RW.006- SUKAMANTRI- PASAR KEMIS- TANGERANG"," ","","","","29665457"," "," "," "," "," ","","","2","127","2017-07-31","1","H","1","1","H","124.17","","99.18","50.68","Y","71.331.685.9-418.001","71.331.685.9-418.001","2017-07-24","","G026","","","","","","","","","","","","","","","1","","CV. AGUNG PERDANA MAKMUR","2","P418","6"," ","2013042584","2013005567"," "," "," ","2013225085","2013159869"," "," "," "," ","2015009703","2015028657"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F1Y4","","","T","","","","","","","","","  X X X","2017-07-31","17","       ","","","","2020-08-05","","2","","N","","2017-07-24"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C6979","71.331.685.9-418.001","","N","NC","2017-07-24","2017-07-24","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004080120007","F21U","TIRTAYASA 2 - TANGERANG","SULTAN AGUNG TIRTAYASA BOJONG PONCOL RT.04 RW.014 KEL.KUNCIRAN INDAH KEC.PINANG","TANGERANG","","","","73442747"," "," "," "," "," ","","","2","155","2008-06-30","1","H","1","5","H","170.67","","101.13","27.02","Y","02.739.350.3-416.001","02.739.350.3-416.001","","","G026","","","","","","","","","","","","","","","1","","CV.SERAYU ARTHA ABADI","2","P416","17","2012038478","2013066813","2013000250","2013098133"," "," ","2013199969","2013072340","2013077082","2013172126"," "," ","2013204058","2013073809","2013076158","2013086168","2012089249","2013068845","2013151682"," "," "," "," "," ","","","","","","","","","2022-08-19","F21U","","","T","","","","","","","","","  X X X","2008-06-30","42","  X X X","","","2008-06-20","2020-08-05","2011-06-16","2","","N","","2010-04-26"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C7312","02.739.350.3-416.001","","N","NC","2011-09-26","2012-03-20","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220130002","F275","BINONG PERMAI - TANGERANG","JL. AHMAD  YANI NO. 15 UTAN KAYU SELATAN  MATRAMAN JAKARTA TIMUR"," ","","","","5982674"," "," "," "," "," ","","20","2","208","2003-07-01","1","B","1","5","B","285.84","155","107.86","28.14","Y","02.143.862.7-451.002","02.143.862.7-007.000","","","G026","","2003-07-01","2003-07-01","","","","","","","","","","","0","1","60","PT. WAHYU MULTI INDUSTRI","2","P451","21","2012103687","2013013910","2013027746"," "," "," ","2013081602","2013139113","2013197175","2012102796","2013101358","2013119544","2013183016","2012073599","2012050269","2013083204","2013211836","2012073612","2013065304","2013098139","2013130442","2013168881"," "," ","","","","","","","","","2022-08-19","F275","","","T","","","","","","","","","  X X X","2003-07-01","8","  X X X","","","2007-01-30","2020-08-05","2011-06-15","2","","N","","2009-09-29"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C0126","02.143.862.7-007.000","","N","NC","2011-08-31","2012-03-11","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220270001","F276","KOTA BUMI I - TANGERANG","JL. AHMAD  YANI NO. 15 UTAN KAYU SELATAN  MATRAMAN JAKARTA TIMUR"," ","","","","59300443"," "," "," "," "," ","","16","2","250","2003-07-01","1","B","1","1","B","249.98","250","106.04","249.98","Y","02.143.862.7-418.003","02.143.862.7-418.003","","","G026","","2003-07-01","2003-07-01","","","","","","","","","","","0","1","60","PT.WAHYU MULTI INDUSTRI","2","P418","20","2012099081","2013036173","A201116786","2013029125","2013073280"," ","2013072332","2013200955","2012079093","2013045251"," "," ","2013228879","2012043172","2012071969","2013119859","2013036176","2013153231","2015018691"," "," "," "," "," ","","","","","","","","","2022-08-19","F276","","","F","","","","","","","","","  X X X","2003-07-01","16"," X X X ","","","2005-06-20","2020-08-05","2011-06-09","2","","N","","2010-08-01"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C0126","02.143.862.7-007.000","","N","NC","2011-08-31","2012-03-09","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220280004","F27L","VILLA TGR REGENCY - TANGERAN","VILLA  TANGERANG REGENCY BLOK. EE. 03     NO. 4-5  KEL.PERIUK KEC.PERIUK","TANGERANG","","","","5535545"," "," "," "," "," ","","13","2","132","2008-03-01","1","B","1","1","B","144.77","250","112.84","96.35","Y","02.155.488.6-402.001","02.155.488.6-402.001","2008-05-28","","G026","","","","","","","","","","","","","","","1","","PT. MARTINDO PRIMA","2","P402","13","2012039275","2013048624","2013087585"," "," "," ","2013225101","2013146657","2013199054","2013169844"," "," ","2013099246","2013189264","2012055571","2013010320"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F27L","","","T","","","","","","","",""," X X X ","2008-03-01","7"," X X X ","F516","","2005-08-02","2020-08-05","2011-06-09","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C6009","02.155.488.6-402.001","","N","NC","2011-08-31","2012-03-26","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","004220150004","F28D","BUKIT TIARA - TANGERANG","PERUM BUKIT TIARA BLOK B.B1/01 RT.28 RW.06 KEL.PASIR JAYA KEC.PASAR KEMIS CIKUPA"," ","","","","59317140"," "," "," "," "," ","","10","2","134","2011-01-01","1","H","1","5","H","323.16","134.10","104.19","27.30","Y","31.236.437.5-451.000","31.236.437.5-451.000","2010-12-30","","G026","","","","","","","","","","","","","","","1","","PT.NIPOHACI","2","P451","13","2009404624","2012102878","2012084654","2013072890"," "," ","2013180316","2013169954","2012063262","2012063244","2013206305"," ","2013102833","2015042395","2015005048","2013199025"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F28D","","","T","","","","","","","","","  X X X","2011-01-01","8"," X X X ","F589","","2005-06-29","2020-08-05","2011-06-10","2","","N","","2011-04-12"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C2573","31.236.437.5-451.000","","N","NC","2012-01-17","2012-03-09","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F28H","NEW ASIA - TANGERANG","JL.RAYA TAMAN PERMATA KOMP.RUKO BLOK      RC.1/-1-3 BINONG CURUG"," ","","","","59491472"," "," "," "," "," ","","","2","104","2012-02-22","1","E","1","1","E","112.13","","91.37","12.73","Y","02.870.193.6-451.002","02.870.193.6-451.002","2012-02-14","","G026","","","","","","","","","","","","","","","1","","CV. INTI KARYA UTAMA","2","P451","15","2012087255","2012040577"," "," "," "," ","2013227716","M201245759","2013007961"," "," "," ","2012067373","2012073672","2015021814","2012060246","2013013816","2013068843","2013100689","2013132039","2013126955","2013168872"," "," ","","","","","","","","","2022-08-19","F28H","","","T","","","","","","","","","  X X X","2012-02-22","12","  X X X","","","","2020-08-05","","2","","N","","2012-02-22"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C3231","02.870.193.6-451.002","","N","NC","2012-02-22","2012-04-18","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," ","1107010170002","F2HJ","TEGAL ANGUS - TANGERANG","JL. RAYA TANJUNG PASIR RT. 03 RW. 01      KEL.TEGAL ANGUS KEC.TELUKNAGA"," ","","","","55933879"," "," "," "," "," ","","","2","177","2016-04-01","1","H","1","5","H","219.95","","98.90","24.72","Y","75.357.307.0-418.000","75.357.307.0-418.000","2016-03-31","","G026","","","","","","","","","","","","","","","1","","CV.ALAM JAYA","2","P418","13","2012054492","2012055631","2013012715","2013040608","2012071566","2012098909","2013145119","2013085713","2013087423"," "," "," ","2013179289","2012083282","2013123131"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F2HJ","","","T","","","","","","","","","  X X X","2016-04-01","55","  X X X","TG47","","","2020-08-05","2011-06-15","2","","N","","2010-09-30"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C8993","75.357.307.0-418.000","","N","NC","2011-11-21","2012-03-23","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F2KZ","PERGUDANGAN KERONCONG","JL. INDUSTRI KERONCONG NO. RT.003 RW. 005 KEL. KERONCONG KEC. JATI UWUNG TANGERANG","TANGERANG","","","","081318390475"," "," "," "," "," ","","","2","192","2015-04-27","1","H","1","1","H","464.53","","117.97","51.83","Y","02.988.241.2-402.001","02.988.241.2-402.001","2015-04-15","","G026","","","","","","","","","","","","","","","1","","CV.SURYA MAKMUR SENTOSA","2","P402","4","2012103398"," ","2012060204"," "," "," "," "," "," "," "," "," ","2013181270","2013166684"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F2KZ","","","F","","","","","","","",""," X X X ","2015-04-27","7","       ","","","","2020-07-28","","2","","N","","2015-04-15"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C8033","02.988.241.2-402.001","","N","NC","2015-04-15","2015-04-15","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","",""
"","","1131"," "," ","F2O3","RAYA BINONG KM 3 - TANGERANG","JL RAYA BINONG- GALUGA  NO.5 RT. 002 RW. 005 KEL. BINONG KEC. CURUG"," ","","","","0"," "," "," "," "," ","","","2","173","2020-05-19","1","H","","1","H","392.16","","112.87","35.37","Y","93.919.362.9-452.000","93.919.362.9-452.000","2020-04-03","","G026","","","","","","","","","","","","","","0","1","","CV. NARO BERKAT","2","P452","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F2O3","","","T","","","","","","","","","  X X X","2020-05-19","0","       ","","","","2020-08-05","","","","","","2020-04-03"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C2180","93.919.362.9-452.000","","N","NC","2020-04-03","2020-04-03","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
"","","1131"," "," ","F2QY","PESONA LEBAK WANGI - TANGERA","KP. RAWA BEUREUM RT. 001 RW. 003 KEL. LEBAK WANGI KEC. SEPATAN TIMUR"," ","","",""," "," "," "," "," "," ","","","2","222","2020-03-15","1","H","1","1","H","469.01","","137.57","42.48","Y","93.683.960.4-402.000","93.683.960.4-402.000","2020-02-28","","G026","","","","","","","","","","","","","","","1","","CV. BERKAT MAJU MANDIRI","2","P402","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F2QY","","","T","","","","","","","",""," X X X ","2020-03-15","","       ","","","","2020-08-05","2020-04-07","2","","N","","2020-02-28"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C2178","93.683.960.4-402.000","","N","NC","2020-02-28","2020-02-28","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
"","","1131"," "," ","F2W1","GELAM 2 - TANGERANG","JL. TANGERANG ELOK RT. 001 RW. 001        KEL. GELAM JAYA KEC. PASAR KEMIS"," ","","","","5901263"," "," "," "," "," ","","","2","182","2015-12-01","1","H","1","2","H","282.81","","113.04","43.36","Y","31.568.592.5-418.001","31.568.592.5-418.001","2015-11-30","","G026","","","","","","","","","","","","","","","1","","CV.INDO CIPTA RIZKI","2","P418","10","2004001737","2012048129","2013093872"," "," "," ","2013174064","2015038552"," "," "," "," ","2013113000","2013186594","2013205304","2015028637","2013099269"," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F2W1","","","F","","","","","","","",""," X X X ","2015-12-01","11","       ","T5QO","","","2020-08-06","","2","","N","","2014-02-01"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C8109","31.568.592.5-418.001","","N","NC","2014-02-01","2014-02-01","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
"","","1131"," "," ","F2ZO","KENAIBAN - TANGERANG","JL.KENAIBAN RT.002 RW.002 PABUARAN        KEL.KARAWACI KEC.KARAWACI","TANGERANG","","","","55731008"," "," "," "," "," ","","","2","119","2012-06-25","1","H","1","1","H","266.22","","100.75","51.70","Y","31.482.231.3-402.000","31.482.231.3-402.000","2012-06-13","","G026","","","","","","","","","","","","","","","1","","CV.NEKITA KENAIBAN","2","P402","20","2012050318","2013000253","2013011175","2013082096","2012062723"," ","2013226486","2013177824","2012084611","2013013893","2013023901","2013130429","2013186636","2013205952","2013216609","2013042670","2013070018","2013010318","2013171148"," "," "," "," "," ","","","","","","","","","2022-08-19","F2ZO","","","F","","","","","","","",""," X X X ","2012-06-25","7","  X X X","","","","2020-08-05","","2","","N","","2012-06-25"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C3071","31.482.231.3-402.000","","N","NC","2012-06-25","2012-06-25","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
"","","1131"," ","1107010230001","F34D","VILLA BALARAJA II - TANGERAN","JL.BALARAJA - KRESEK RT.003 RW-003-       KEL.SAGA KEC.BALARAJA"," ","","","","59431236"," "," "," "," "," ","","","2","131","2011-01-01","1","H","1","5","H","233.54","","91.02","26.45","Y","31.244.785.7-451.000","31.244.785.7-451.000","2010-12-30","","G026","","","","","","","","","","","","","","","1","","CV.ANUGRAH ABADI","2","P451","12"," ","2012099058","2013067729"," "," "," ","2013209991","2013079472","2013205319","2015023965","2012108439","2013134808","2013038045","2013105472","2013086175","2012067512"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F34D","","","T","","","","","","","",""," X X X ","2011-01-01","32","  X X X","F15A","","2008-08-22","2020-08-05","2011-06-16","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C2579","31.244.785.7-451.000","","N","NC","2012-01-17","2012-03-13","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
"","","1131"," ","004220120002","F353","TAMAN KIRANA SURYA - TANGERA","PERUM TAMAN KIRANA SURYA BLOK E-1 NO.38   RT.07 RW.08 KEL.PASANGGRAHAN CISOKA"," ","","","","59750516"," "," "," "," "," ","","20","2","169","2003-10-30","1","G","1","1","G","169.05","152.68","110.18","45.33","Y","02.288.542.0-451.000","02.288.542.0-451.000","","","G026","","2003-10-30","2003-10-30","","","","","","","","","","","0","1","60","CV. AYLA DUTA SELARAS","2","P451","12","2012055115","2013089448","2013035891"," "," "," ","2012066547","2013124551","2013154992","2012061605","2013072203"," ","2013181127","2013020385","2013211130","2013056774"," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","F353","","","T","","","","","","","",""," X X X ","2003-10-30","41","  X X X","","","2007-03-27","2020-08-05","2011-06-20","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","C0087","02.288.542.0-451.000","","N","NC","2011-08-31","2012-03-22","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","","","SMN=15000, SMX=70000","","2022-08-29"
