PLU_JUAL|PLU_BHN_BAKU|KET_SPECIAL_REQUEST|SINGKATAN|VALUE_SR|SATUAN|KELOMPOK_SPCL_REQ
20125091|20122823|Add Plastik Kondimen|Plastik Kondime|-1|PCS|Packaging
20125093|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|PCS|Packaging
20124300|20122579|Add Drink Tray (+)|Add Drink Tray|-1|ml|Packaging
20124300|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|ml|Packaging
20095413|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20095413|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20113310|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20113310|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20113169|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20096329|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20115979|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20068996|20069644|No Sugar (0%)|Sugar (X)|27|gram|Modif Sugar
20123046|20069644|Sugar 50% (5)|Sugar (5)|7|ml|Modif Sugar
20123046|20073642|No Whipped Cream|Whip. Cream (x)|80|gr|Modif Topping
20123047|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20123048|20069644|Sugar 70% (5)|Sugar (5)|7|ml|Modif Sugar
20123048|20069027|Less Esp (-)|Less Esp|9|gr|
20123048|20069027|No Esp (x)|No Esp|18|gr|
20068986|20069027|No Esp (x)|No Esp|18|gram|
20069009|20069027|No Esp (x)|No Esp|9|gram|
20068987|20069027|Less Esp (-)|Less Esp|9|gram|
20099876|20069027|No Esp (x)|No Esp|18|GRAM|
20124302|20082341|Palm sugar 50% (5/U10)|PS (5/U10)|7|GR|Modif Sugar
20124302|20122823|Add Plastik Kondimen|Plastik Kondime|-1|PCS|Packaging
20124302|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|PCS|Packaging
20124302|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|PCS|Packaging
20125091|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|PCS|Packaging
20125093|20069643|No Ice|Ice (x)|225|GR|Modif Ice
20125093|20069028|Less Milk (150/U200)|LM (150/U200)|50|ML|Modif Milk
20124301|20069644|Normal Sugar (100%)|Normal Sugar |1|ML|Modif Sugar
20124301|20069644|No Sugar (0%)|Sugar (X)|14|ML|Modif Sugar
20099886|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20099886|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20068991|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20093434|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20068993|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20115979|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20068996|20069644|More Sugar (10ml)|Sugar (+)|-14|gram|Modif Sugar
20123045|20082341|Palm sugar 70% (5/U15)|PS (5/U15)|7|gr|Modif Sugar
20123045|20082341|No Palm Sugar (%)|No Plm Sgr|28|gr|Modif Sugar
20123046|20069644|Normal Sugar (100%)|Normal Sugar |0|ml|Modif Sugar
20123046|20069027|Less Esp (-)|Less Esp|9|gr|
20123046|20069027|No Esp (x)|No Esp|18|gr|
20123048|20069644|No Sugar (0%)|Sugar (X)|14|ml|Modif Sugar
20123048|20069644|More Sugar (10ml)|Sugar (+)|-14|ml|Modif Sugar
20123048|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20123048|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20099875|20069027|No Esp (x)|No Esp|9|GRAM|
20069007|20069027|Less Esp (-)|Less Esp|9|gram|
20069007|20069027|No Esp (x)|No Esp|18|gram|
20068987|20069027|No Esp (x)|No Esp|18|gram|
20099876|20069027|Less Esp (-)|Less Esp|9|GRAM|
20069010|20069027|Less Esp (-)|Less Esp|1|gram|
20072105|20069027|No Esp (x)|No Esp|9|GR|
20071969|20069027|Less Esp (-)|Less Esp|9|gr|
20071969|20069027|No Esp (x)|No Esp|18|gr|
20074245|20069027|No Esp (x)|No Esp|9|GRAM|
20113309|20069027|No Esp (x)|No Esp|18|gram|
20113310|20069027|Less Esp (-)|Less Esp|9|gram|
20119616|20069027|Less Esp (-)|Less Esp|9|gr|
20119616|20069027|No Esp (x)|No Esp|18|gr|
20119618|20069027|No Esp (x)|No Esp|18|gr|
20123045|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20125091|20069643|No Ice|Ice (x)|225|GR|Modif Ice
20125092|20069644|Sugar 70% (5)|Sugar (5)|7|ML|Modif Sugar
20125092|20069644|Sugar 50% (5)|Sugar (5)|7|ML|Modif Sugar
20125092|20069644|No Sugar (0%)|Sugar (X)|14|ML|Modif Sugar
20125092|20122823|Add Plastik Kondimen|Plastik Kondime|-1|PCS|Packaging
20125093|20069027|No Esp (x)|No Esp|9|GR|
20125093|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|PCS|Packaging
20099882|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20096791|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20095412|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20068996|20069027|Less Esp (-)|Less Esp|9|gram|
20123045|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|gr|Modif Sugar
20123045|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20123045|20073642|No Whipped Cream|Whip. Cream (x)|80|ml|Modif Topping
20123045|20069027|Less Esp (-)|Less Esp|9|gr|
20101437|20069028|Less Milk (200/U250)|LM (200/U250)|1|ML|Modif Milk
20125092|20122579|Add Drink Tray (+)|Add Drink Tray|-1|PCS|Packaging
20125093|20122823|Add Plastik Kondimen|Plastik Kondime|-1|PCS|Packaging
20099884|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20068991|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|pcs|Packaging
20096791|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|pcs|Packaging
20123046|20069644|Sugar 70% (5)|Sugar (5)|7|ml|Modif Sugar
20123046|20069644|No Sugar (0%)|Sugar (X)|14|ml|Modif Sugar
20123047|20069643|Less Ice|Ice (-)|100|gr|Modif Ice
20123047|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20113309|20069027|Less Esp (-)|Less Esp|9|gram|
20119618|20069027|Less Esp (-)|Less Esp|9|gr|
20123046|20069664|Tumbler Iced|Tumbler Iced|-1|pcs|Tumbler
20125091|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20125091|20069644|More Sugar (10ml)|Sugar (+)|-14|ML|Modif Sugar
20124301|20069644|Sugar 70% (5)|Sugar (5)|7|ML|Modif Sugar
20123047|20069643|No Ice|Ice (x)|225|gr|Modif Ice
20095412|20069027|No Esp (x)|No Esp|9|GR|
20101437|20069028|Less milk|Milk (-)|1|ML|Modif Milk
20074269|20071970|Less SKM |Less SKM (-)|10|ML|
20074269|20071970|NO SKM (X)|NO SKM (X)|19|ML|
20125091|20069028|Less Milk (150/U200)|LM (150/U200)|50|ML|Modif Milk
20125091|20122825|Add Kontainer Es 2000ml|Kntainr Es 2000|-1|PCS|Packaging
20125092|20069644|More Sugar (10ml)|Sugar (+)|-14|ML|Modif Sugar
20125093|20069644|More Sugar (10ml)|Sugar (+)|-14|ML|Modif Sugar
20125093|20069643|Less Ice|Ice (-)|100|GR|Modif Ice
20124300|20069644|Normal Sugar (100%)|Normal Sugar |1|ml|Modif Sugar
20124301|20069644|More Sugar (10ml)|Sugar (+)|-14|ML|Modif Sugar
20124301|20122579|Add Drink Tray (+)|Add Drink Tray|-1|PCS|Packaging
20124301|20122823|Add Plastik Kondimen|Plastik Kondime|-1|PCS|Packaging
20068996|20069644|Normal Sugar (100%)|Normal Sugar |0|gram|Modif Sugar
20068996|20069644|Sugar 70% (15/U20)|Sugar (15/U20)|7|gram|Modif Sugar
20068996|20069644|Sugar 50% (10/U15)|Sugar (10/U15)|14|gram|Modif Sugar
20068996|20073642|No Whipped Cream|Whip. Cream (x)|80|ml|Modif Topping
20068996|20069027|No Esp (x)|No Esp|18|gram|
20123047|20099122|No Tropical Jelly|TJ (X)|75|gr|Modif Topping
20123049|20082341|Palm sugar 70% (5/U15)|PS (5/U15)|7|gr|Modif Sugar
20123049|20082341|Palm sugar 50% (10/U15)|PS (10/U15)|14|gr|Modif Sugar
20123049|20082341|No Palm Sugar (%)|No Plm Sgr|28|gr|Modif Sugar
20123049|20082341|More Palm Sugar (10ml)|Sugar (+)|-14|gr|Modif Sugar
20123049|20069028|Less Milk (50)|LM (50)|50|ml|Modif Milk
20123049|20122579|Add Drink Tray (+)|Add Drink Tray|-1|pcs|Packaging
20123049|20069027|Less Esp (-)|Less Esp|9|gr|
20123049|20069027|No Esp (x)|No Esp|18|gr|
20069010|20069027|No Esp (x)|No Esp|18|gram|
20068989|20069027|Less Esp (-)|Less Esp|9|GRAM|
20125091|20069644|Normal Sugar (100%)|Normal Sugar |0|ML|Modif Sugar
20124300|20122823|Add Plastik Kondimen|Plastik Kondime|-1|ml|Packaging
20124300|20122824|Add Kontainer Es 750ml|Kntainer Es 750|-1|ml|Packaging
