FMRCID|FMJKON|FMKPLU|FMBPLU|FMNKON|FMSATN|PLUMD1|PLUMD2|FLAGKM|JENIS_OLAHAN|FLAGPROD|PRIORITAS
1|A|20085197|20069026|15|ML      |20085197|20069026|N|||0
1|A|20082648|20069028|200|ml      |20082648|20069028|N|||0
1|A|20082648|20069025|15|ml      |20082648|20069025|N|||0
1|A|20082649|20069028|200|ml      |20082649|20069028|N|||0
1|A|20082649|20082341|16|GRAM    |20082649|20082341|N|||0
1|A|20094647|20082341|12|GRAM    |20094647|20082341|N|||0
1|A|20079739|20069644|15|Gram    |20079739|20069644|N|||0
1|A|20069627|10000088|1|pch     |20069627|10000088|N|||0
1|A|20096476|20096484|1|PCS     |20096476|20096484|N|||0
1|A|20097007|20096484|1|PCS     |20097007|20096484|N|||0
1|A|20087088|20059985|400|gram    |20087088|20059985|N|||0
1|A|20107511|20107506|2||20107511|20107506|N|||0
1|A|20107511|20107507|2||20107511|20107507|N|||0
1|A|20107511|20081742|1||20107511|20081742|N|||0
1|A|20099285|20040897|30|GR      |20099285|20040897|N|||0
1|A|20107508|20107506|1|PCS     |20107508|20107506|N|||0
1|A|20107508|20107507|0||20107508|20107507|N|||0
1|A|20107508|20107507|1|PCS     |20107508|20107507|N|||0
1|A|20107510|20107507|1|PCS     |20107510|20107507|N|||0
1|A|20099285|20054820|400|GR      |20099285|20054820|N|||0
1|A|20099285|20069643|250|GR      |20099285|20069643|N|||0
1|A|20087088|20040897|30|gram    |20087088|20040897|N|||0
1|A|20074670|20074670|200|GRAM    |20074670|20074670|N|||0
1|A|20087087|20040897|30|gram    |20087087|20040897|N|||0
1|A|20087087|20054826|400|gram    |20087087|20054826|N|||0
1|A|20096234|20040897|30|gr      |20096234|20040897|N|||0
1|A|20106472|20040897|30|GR      |20106472|20040897|N|||0
1|A|20106484|20040897|30|GR      |20106484|20040897|N|||0
1|A|20106484|20069643|100|GR      |20106484|20069643|N|||0
1|A|20106484|20096236|3|PCS     |20106484|20096236|N|||0
1|A|20106484|20106486|150|GR      |20106484|20106486|N|||0
1|A|20074272|20069028|150|ML      |20074272|20069028|N|||0
1|A|20074272|20069643|100|GR      |20074272|20069643|N|||0
1|A|20106115|20069777|1|pcs     |20106115|20069777|N|||0
1|A|20101485|20110491|50|GR      |20101485|20110491|N|||0
1|A|20101485|20110494|100|GR      |20101485|20110494|N|||0
1|A|20101485|20110497|65|ML      |20101485|20110497|N|||0
1|A|20101486|20110491|50|GR      |20101486|20110491|N|||0
1|A|20101486|20110494|100|GR      |20101486|20110494|N|||0
1|A|20101486|20110497|65|ML      |20101486|20110497|N|||0
1|A|20101489|20110488|20|GR      |20101489|20110488|N|||0
1|A|20101490|20110491|50|GR      |20101490|20110491|N|||0
1|A|20101491|20110490|30|GR      |20101491|20110490|N|||0
1|A|20074670|20040897|30|GRAM    |20074670|20040897|N|||0
1|A|20096234|20090832|100|gr      |20096234|20090832|N|||0
1|A|20068988|20069777|1|pcs     |20068988|20069777|N|||0
1|A|20068989|20069777|1|pcs     |20068989|20069777|N|||0
1|A|20071969|20069777|1|pcs     |20071969|20069777|N|||0
1|A|20091306|20069776|1|pcs     |20091306|20069776|N|||0
1|A|20079739|20069777|1|pcs     |20079739|20069777|N|||0
1|A|20095412|20069777|1|PCS     |20095412|20069777|N|||0
1|A|20068986|20069777|1|pcs     |20068986|20069777|N|||0
1|A|20068987|20069777|1|pcs     |20068987|20069777|N|||0
1|A|20068992|20069777|1|pcs     |20068992|20069777|N|||0
1|A|20068990|20069777|1|pcs     |20068990|20069777|N|||0
1|A|20068991|20069777|1|pcs     |20068991|20069777|N|||0
1|A|20068993|20069777|1|pcs     |20068993|20069777|N|||0
1|A|20085283|20069777|1|pcs     |20085283|20069777|N|||0
1|A|20085282|20069777|1|pcs     |20085282|20069777|N|||0
1|A|20095413|20069777|1|pcs     |20095413|20069777|N|||0
1|A|20096791|20069777|1|PCS     |20096791|20069777|N|||0
1|A|20093434|20069777|1|PCS     |20093434|20069777|N|||0
1|A|20099874|20069777|1|PCS     |20099874|20069777|N|||0
1|A|20099880|20069777|1|PCS     |20099880|20069777|N|||0
1|A|20106478|20096249|1|PCS     |20106478|20096249|N|||0
1|A|20106479|20096249|1|PCS     |20106479|20096249|N|||0
1|A|20106480|20096249|1|PCS     |20106480|20096249|N|||0
1|A|20106481|20096249|1|PCS     |20106481|20096249|N|||0
1|A|20095885|20081743|2|PCS     |20095885|20081743|N|||0
1|A|20095885|20081742|3|PCS     |20095885|20081742|N|||0
1|A|20099285|20054820|250|GR      |20099285|20054820|N|||0
1|A|20099285|20069643|100|GR      |20099285|20069643|N|||0
1|A|20106127|20069643|25|gr      |20106127|20069643|N|||0
1|A|20099190|20099192|40|GRAM    |20099190|20099192|N|||0
1|A|20099191|20099193|40|GRAM    |20099191|20099193|N|||0
1|A|20109810|20069607|1|PCS     |20109810|20069607|N|||0
1|A|20109849|20069607|1|PCS     |20109849|20069607|N|||0
1|A|20109850|20069664|-1|CUP     |20109850|20069664|N|||0
1|A|20106115|20101812|1|pcs     |20106115|20101812|N|||0
1|A|20106115|20069643|25|gr      |20106115|20069643|N|||0
1|A|20074270|20071970|25|ML      |20074270|20071970|N|||0
1|A|20101469|20069028|200|ML      |20101469|20069028|N|||0
1|A|20101469|20082341|21|ML      |20101469|20082341|N|||0
1|A|20074276|20110494|100|GR      |20074276|20110494|N|||0
1|A|20074271|20110495|200|ML      |20074271|20110495|N|||0
1|A|20074272|20110495|100|ML      |20074272|20110495|N|||0
1|A|20074272|20110494|150|GR      |20074272|20110494|N|||0
1|A|20074269|20110495|200|ML      |20074269|20110495|N|||0
1|A|20074269|20110496|19|ML      |20074269|20110496|N|||0
1|A|20074270|20110494|150|GR      |20074270|20110494|N|||0
1|A|20074270|20110495|100|ML      |20074270|20110495|N|||0
1|A|20074270|20110496|25|ML      |20074270|20110496|N|||0
1|A|20101469|20110493|21|ML      |20101469|20110493|N|||0
1|A|20101469|20110495|200|ML      |20101469|20110495|N|||0
1|A|20074270|20110494|150|GR      |20074270|20110494|N|||0
1|A|20074270|20110495|100|ML      |20074270|20110495|N|||0
1|A|20074270|20110496|25|ML      |20074270|20110496|N|||0
1|A|20101469|20110493|21|ML      |20101469|20110493|N|||0
1|A|20101469|20110495|200|ML      |20101469|20110495|N|||0
1|A|20101470|20110493|28|ML      |20101470|20110493|N|||0
1|A|20101470|20110494|150|GR      |20101470|20110494|N|||0
1|A|20101470|20110495|100|ML      |20101470|20110495|N|||0
1|A|20101478|20110493|14|ML      |20101478|20110493|N|||0
1|A|20101479|20110490|30|GR      |20101479|20110490|N|||0
1|A|20101479|20110493|21|ML      |20101479|20110493|N|||0
1|A|20101479|20110494|100|GR      |20101479|20110494|N|||0
1|A|20074280|20110495|100|ML      |20074280|20110495|N|||0
1|A|20074281|20110494|100|GR      |20074281|20110494|N|||0
1|A|20074281|20110495|100|ML      |20074281|20110495|N|||0
1|A|20101481|20110488|15|ML      |20101481|20110488|N|||0
1|A|20101481|20110495|100|ML      |20101481|20110495|N|||0
1|A|20101482|20110488|20|ML      |20101482|20110488|N|||0
1|A|20101482|20110494|100|GR      |20101482|20110494|N|||0
1|A|20101482|20110495|100|ML      |20101482|20110495|N|||0
1|A|20101484|20110490|30|GR      |20101484|20110490|N|||0
1|A|20101484|20110493|28|ML      |20101484|20110493|N|||0
1|A|20101484|20110494|150|GR      |20101484|20110494|N|||0
1|A|20101484|20110495|150|ML      |20101484|20110495|N|||0
1|A|20096199|20054821|30|PCS     |20096199|20054821|N|||0
1|A|20096199|20059985|50|PCS     |20096199|20059985|N|||0
1|A|20096199|20089864|20|PCS     |20096199|20089864|N|||0
1|A|20096199|20096197|20|PCS     |20096199|20096197|N|||0
1|A|20096199|20096198|2|PCS     |20096199|20096198|N|||0
1|A|20096199|20096236|60|PCS     |20096199|20096236|N|||0
1|A|20096199|20096237|2|PCS     |20096199|20096237|N|||0
1|A|20075779|20069027|18|GRAM    |20075779|20069027|N|||0
1|A|20090166|20069027|18|GRAM    |20090166|20069027|N|||0
1|A|20085197|20069028|200|ML      |20085197|20069028|N|||0
1|A|20068989|20069028|200|ml      |20068989|20069028|N|||0
1|A|20068994|20069028|210|ML      |20068994|20069028|N|||0
1|A|20068994|20069027|10|GRAM    |20068994|20069027|N|||0
1|A|20068994|20069643|35|gram    |20068994|20069643|N|||0
1|A|20068992|20069033|16|gram    |20068992|20069033|N|||0
1|A|20096791|20096725|60|GR      |20096791|20096725|N|||0
1|A|20072104|20072014|200|ML      |20072104|20072014|N|||0
1|A|20089832|20073642|60|ML      |20089832|20073642|N|||0
1|A|20093434|20069690|1|PCS     |20093434|20069690|N|||0
1|A|20093434|20069020|90|GR      |20093434|20069020|N|||0
1|A|20096809|20096725|60|GR      |20096809|20096725|N|||0
1|A|20101438|20070619|2|PCS     |20101438|20070619|N|||0
1|A|20101438|20070619|170|PCS     |20101438|20070619|N|||0
1|A|20101438|20070619|130|PCS     |20101438|20070619|N|||0
1|A|20101438|20096249|130|PCS     |20101438|20096249|N|||0
1|A|20074281|20054748|2|PCS     |20074281|20054748|N|||0
1|A|20074281|20071970|30|ml      |20074281|20071970|N|||0
1|A|20069006|20069027|18|gram    |20069006|20069027|N|||0
1|A|20072105|20071970|26|GR      |20072105|20071970|N|||0
1|A|20072105|20069027|18|GR      |20072105|20069027|N|||0
1|A|20071969|20071970|26|gr      |20071969|20071970|N|||0
1|A|20074245|20069027|18|GRAM    |20074245|20069027|N|||0
1|A|20079739|20082341|24|GRAM    |20079739|20082341|N|||0
1|A|20089922|20080366|20|PCS     |20089922|20080366|N|||0
1|A|20080341|20083845|20|GRM     |20080341|20083845|N|||0
1|A|20088178|20080366|20|GRM     |20088178|20080366|N|||0
1|A|20076298|20083845|20|GRM     |20076298|20083845|N|||0
1|A|20088179|20080366|20|GRM     |20088179|20080366|N|||0
1|A|20081446|20083845|20|GRM     |20081446|20083845|N|||0
1|A|20088180|20080366|20|GRM     |20088180|20080366|N|||0
1|A|20093057|20083845|20|PCS     |20093057|20083845|N|||0
1|A|20093058|20083845|20|PCS     |20093058|20083845|N|||0
1|A|20095878|20083845|20|PCS     |20095878|20083845|N|||0
1|A|20095879|20080366|20|PCS     |20095879|20080366|N|||0
1|A|20106475|20096249|1|PCS     |20106475|20096249|N|||0
1|A|20103773|20069028|200|ml      |20103773|20069028|N|||0
1|A|20103773|20069030|30|gr      |20103773|20069030|N|||0
1|A|20103773|20069643|225|gr      |20103773|20069643|N|||0
1|A|20103773|20069644|10|gr      |20103773|20069644|N|||0
1|A|20103773|20069664|1|pcs     |20103773|20069664|N|||0
1|A|20103773|20069690|1|pcs     |20103773|20069690|N|||0
1|A|20103773|20069777|1|pcs     |20103773|20069777|N|||0
1|A|20103772|20069027|9|gr      |20103772|20069027|N|||0
1|A|20103772|20069028|200|ml      |20103772|20069028|N|||0
1|A|20103772|20069643|225|gr      |20103772|20069643|N|||0
1|A|20103772|20069644|30|gr      |20103772|20069644|N|||0
1|A|20103772|20069664|1|pcs     |20103772|20069664|N|||0
1|A|20103772|20069690|1|pcs     |20103772|20069690|N|||0
1|A|20103772|20069777|1|pcs     |20103772|20069777|N|||0
1|A|20103774|20040899|6|GR      |20103774|20040899|N|||0
1|A|20096476|20096475|1|PCS     |20096476|20096475|N|||0
1|A|20096476|20096470|1|PCS     |20096476|20096470|N|||0
1|A|20096476|20096469|1|PCS     |20096476|20096469|N|||0
1|A|20097007|20096475|1|PCS     |20097007|20096475|N|||0
1|A|20097007|20096470|2|PCS     |20097007|20096470|N|||0
1|A|20097007|20096469|2|PCS     |20097007|20096469|N|||0
1|A|20106477|20096249|5|PCS     |20106477|20096249|N|||0
1|A|20106475|20096249|5|PCS     |20106475|20096249|N|||0
1|A|20106474|20096249|1|PCS     |20106474|20096249|N|||0
1|A|20106472|20096249|1|PCS     |20106472|20096249|N|||0
1|A|20106473|20096249|1|PCS     |20106473|20096249|N|||0
1|A|20106475|20096249|1|PCS     |20106475|20096249|N|||0
1|A|20106476|20096249|1|pcs     |20106476|20096249|N|||0
1|A|20106477|20096249|1|PCS     |20106477|20096249|N|||0
1|A|20101481|20069028|150|ML      |20101481|20069028|N|||0
1|A|20101482|20040896|30|GR      |20101482|20040896|N|||0
1|A|20101482|20069026|15|ML      |20101482|20069026|N|||0
1|A|20101482|20069028|150|ML      |20101482|20069028|N|||0
1|A|20101482|20069643|170|GR      |20101482|20069643|N|||0
1|A|20101485|20069690|1|PCS     |20101485|20069690|N|||0
1|A|20101485|20069643|170|GR      |20101485|20069643|N|||0
1|A|20101486|20069690|1|PCS     |20101486|20069690|N|||0
1|A|20101486|20069643|170|GR      |20101486|20069643|N|||0
1|A|20084112|20040895|15|gram    |20084112|20040895|N|||0
1|A|20074276|20069643|100|GR      |20074276|20069643|N|||0
1|A|20074271|20069028|200|ML      |20074271|20069028|N|||0
1|A|20074272|20069028|100|ML      |20074272|20069028|N|||0
1|A|20074269|20069028|200|ML      |20074269|20069028|N|||0
1|A|20074269|20071970|19|ML      |20074269|20071970|N|||0
1|A|20074270|20069028|100|ML      |20074270|20069028|N|||0
1|A|20074270|20069643|150|GR      |20074270|20069643|N|||0
1|A|20069013|20069030|18|gram    |20069013|20069030|N|||0
1|A|20068991|20069030|36|gr      |20068991|20069030|N|||0
1|A|20069014|20069029|40|gram    |20069014|20069029|N|||0
1|A|20068993|20069029|40|gram    |20068993|20069029|N|||0
1|A|20068995|20069023|45|gram    |20068995|20069023|N|||0
1|A|20068995|20069034|30|gram    |20068995|20069034|N|||0
1|A|20068995|20073642|85|ml      |20068995|20073642|N|||0
1|A|20068997|20069015|10|gram    |20068997|20069015|N|||0
1|A|20068997|20073642|85|ml      |20068997|20073642|N|||0
1|A|20068996|20073642|85|ml      |20068996|20073642|N|||0
1|A|20068998|20069030|36|gram    |20068998|20069030|N|||0
1|A|20070436|20069029|46|GR      |20070436|20069029|N|||0
1|A|20070436|20073642|85|ml      |20070436|20073642|N|||0
1|A|20085981|20069015|30|GRAM    |20085981|20069015|N|||0
1|A|20085981|20069029|40|GRAM    |20085981|20069029|N|||0
1|A|20085981|20073642|85|ML      |20085981|20073642|N|||0
1|A|20069000|20069022|60|ml      |20069000|20069022|N|||0
1|A|20082649|20082341|15|GRAM    |20082649|20082341|N|||0
1|A|20068992|20069033|40|gram    |20068992|20069033|N|||0
1|A|20096199|20096237|2|PCS     |20096199|20096237|N|||0
1|A|20071969|20071970|14|gr      |20071969|20071970|N|||0
1|A|20072105|20071970|7|GR      |20072105|20071970|N|||0
1|A|20066508|20082443|1|PCS     |20066508|20082443|N|||0
1|A|20066508|20066508|1|PCS     |20066508|20066508|N|||0
1|A|20082183|20060244|1|pcs     |20082183|20060244|N|||0
1|A|20082183|20079880|1|pcs     |20082183|20079880|N|||0
1|A|20068994|20069643|70|gram    |20068994|20069643|N|||0
1|A|20068994|20069027|20|GRAM    |20068994|20069027|N|||0
1|A|20093434|20069016|1|PCS     |20093434|20069016|N|||0
1|A|20074281|20069028|100|ML      |20074281|20069028|N|||0
1|A|20093434|20093288|20|ML      |20093434|20093288|N|||0
1|A|20096791|20082341|16|GR      |20096791|20082341|N|||0
1|A|20095412|20069027|18|GR      |20095412|20069027|N|||0
1|A|20089523|20069607|1|PCS     |20089523|20069607|N|||0
1|A|20089523|20069608|1|PCS     |20089523|20069608|N|||0
1|A|20069005|20069027|18|gr      |20069005|20069027|N|||0
1|A|20068989|20069027|18|gram    |20068989|20069027|N|||0
1|A|20074271|20040895|17|GR      |20074271|20040895|N|||0
1|A|20074272|20040895|17|GR      |20074272|20040895|N|||0
1|A|20074269|20040895|17|GR      |20074269|20040895|N|||0
1|A|20074270|20040895|17|GR      |20074270|20040895|N|||0
1|A|20074270|20071970|30|ML      |20074270|20071970|N|||0
1|A|20074269|20071970|15|ML      |20074269|20071970|N|||0
1|A|20074280|20040896|53|GR      |20074280|20040896|N|||0
1|A|20074281|20040896|53|GR      |20074281|20040896|N|||0
1|A|20069646|20069666|200|ML      |20069646|20069666|N|||0
1|A|20068996|20069028|150|ml      |20068996|20069028|N|||0
1|A|20087091|20040897|0||20087091|20040897|N|||0
1|A|20087092|20040897|0||20087092|20040897|N|||0
1|A|20087093|20040897|0||20087093|20040897|N|||0
1|A|20099285|20099285|200|GR      |20099285|20099285|N|||0
1|A|20089922|20079902|1|PCS     |20089922|20079902|N|||0
1|A|20099127|20096236|2|PCS     |20099127|20096236|N|||0
1|A|20099128|20096236|2|PCS     |20099128|20096236|N|||0
1|A|20099873|20069642|225|GR      |20099873|20069642|N|||0
1|A|20069010|20069027|18|gram    |20069010|20069027|N|||0
1|A|20099873|20080424|18|GR      |20099873|20080424|N|||0
1|A|20099874|20080424|18|GRAM    |20099874|20080424|N|||0
1|A|20099874|20069642|225|GRAM    |20099874|20069642|N|||0
1|A|20099875|20080424|9|GR      |20099875|20080424|N|||0
1|A|20099875|20069727|50|ML      |20099875|20069727|N|||0
1|A|20099876|20080424|18|GRAM    |20099876|20080424|N|||0
1|A|20099876|20069727|15|ML      |20099876|20069727|N|||0
1|A|20099877|20080424|10|GRAM    |20099877|20080424|N|||0
1|A|20099877|20069727|210|ML      |20099877|20069727|N|||0
1|A|20069009|20069027|18|gram    |20069009|20069027|N|||0
1|A|20099878|20096808|40|GRAM    |20099878|20096808|N|||0
1|A|20099878|20080424|15|GRAM    |20099878|20080424|N|||0
1|A|20099878|20009329|0||20099878|20009329|N|||0
1|A|20099877|20069642|35|GRAM    |20099877|20069642|N|||0
1|A|20098933|20075778|480|GRAM    |20098933|20075778|N|||0
1|A|20098933|20090162|27|GRAM    |20098933|20090162|N|||0
1|A|20098933|20075778|195|ML      |20098933|20075778|N|||0
1|A|20098933|20090162|35|ML      |20098933|20090162|N|||0
1|A|20098933|20065414|35|ML      |20098933|20065414|N|||0
1|A|20074275|20040895|15|GR      |20074275|20040895|N|||0
1|A|20074276|20040895|15|GR      |20074276|20040895|N|||0
1|A|20074272|20069643|150|GR      |20074272|20069643|N|||0
1|A|20074276|20069690|1|pcs     |20074276|20069690|N|||0
1|A|20074271|20040895|15|GR      |20074271|20040895|N|||0
1|A|20074271|20069028|150|ML      |20074271|20069028|N|||0
1|A|20074272|20040895|15|GR      |20074272|20040895|N|||0
1|A|20074272|20069028|150|ML      |20074272|20069028|N|||0
1|A|20074272|20069643|170|GR      |20074272|20069643|N|||0
1|A|20074272|20069690|1|pcs     |20074272|20069690|N|||0
1|A|20074269|20040895|15|GR      |20074269|20040895|N|||0
1|A|20074269|20069028|150|ML      |20074269|20069028|N|||0
1|A|20074270|20040895|15|GR      |20074270|20040895|N|||0
1|A|20074270|20069028|150|ML      |20074270|20069028|N|||0
1|A|20074270|20069643|170|GR      |20074270|20069643|N|||0
1|A|20074270|20069690|1|pcs     |20074270|20069690|N|||0
1|A|20101469|20040895|15|GR      |20101469|20040895|N|||0
1|A|20101469|20069028|150|ML      |20101469|20069028|N|||0
1|A|20101469|20082341|15|ML      |20101469|20082341|N|||0
1|A|20101470|20040895|15|GR      |20101470|20040895|N|||0
1|A|20101470|20040898|5|gr      |20101470|20040898|N|||0
1|A|20101470|20069643|170|GR      |20101470|20069643|N|||0
1|A|20101470|20082341|20|ML      |20101470|20082341|N|||0
1|A|20101478|20082341|5|ML      |20101478|20082341|N|||0
1|A|20101479|20069643|170|GR      |20101479|20069643|N|||0
1|A|20101479|20082341|10|ML      |20101479|20082341|N|||0
1|A|20101484|20069028|150|ML      |20101484|20069028|N|||0
1|A|20101484|20069643|170|GR      |20101484|20069643|N|||0
1|A|20101484|20082341|15|ML      |20101484|20082341|N|||0
1|A|20074280|20071970|15|ML      |20074280|20071970|N|||0
1|A|20074280|20069028|150|ML      |20074280|20069028|N|||0
1|A|20074281|20069028|150|ML      |20074281|20069028|N|||0
1|A|20074281|20069643|170|GR      |20074281|20069643|N|||0
1|A|20074281|20069690|1|pcs     |20074281|20069690|N|||0
1|A|20109851|20111189|1|pcs     |20109851|20111189|N|||0
1|A|20101481|20069026|10|ML      |20101481|20069026|N|||0
1|A|20115320|20115326|10|GRAM    |20115320|20115326|N|||0
1|A|20113364|20113633|1|PCS     |20113364|20113633|N|||0
1|A|20115320|20115327|50|GRAM    |20115320|20115327|N|||0
1|A|20115322|20115326|10|GRAM    |20115322|20115326|N|||0
1|A|20115322|20115327|50|GRAM    |20115322|20115327|N|||0
1|A|20115321|20115326|10|GRAM    |20115321|20115326|N|||0
1|A|20115321|20115327|50|GRAM    |20115321|20115327|N|||0
1|A|20115323|20115326|10|GRAM    |20115323|20115326|N|||0
1|A|20103278|20040898|5|gram    |20103278|20040898|N|||0
1|A|20115323|20115327|50|GRAM    |20115323|20115327|N|||0
1|A|20068997|20073642|80|ml      |20068997|20073642|N|||0
1|A|20068998|20073642|80|ml      |20068998|20073642|N|||0
1|A|20074247|20073642|80|ML      |20074247|20073642|N|||0
1|A|20085981|20073642|80|ML      |20085981|20073642|N|||0
1|A|20068996|20073642|80|ml      |20068996|20073642|N|||0
1|A|20123045|20073642|80|ml      |20123045|20073642|N|||0
1|A|20123046|20073642|80|ml      |20123046|20073642|N|||0
1|A|20089832|20073642|80|ML      |20089832|20073642|N|||0
1|A|20119613|20069018|1|pcs     |20119613|20069018|N|||0
1|A|20119615|20069018|1|pcs     |20119615|20069018|N|||0
1|A|20119617|20069018|1|pcs     |20119617|20069018|N|||0
1|A|20119618|20069018|1|pcs     |20119618|20069018|N|||0
1|A|20123049|20069018|1|pcs     |20123049|20069018|N|||0
1|A|20123048|20069018|1|pcs     |20123048|20069018|N|||0
1|A|20068545|20115098|59|ml      |20068545|20115098|N|||0
1|A|20068541|20115098|217|ml      |20068541|20115098|N|||0
1|A|20053870|20115098|217|ml      |20053870|20115098|N|||0
1|A|20125046|20115098|0||20125046|20115098|N|||0
1|A|20068543|20040898|14|gram    |20068543|20040898|N|||0
1|A|20053872|20115098|180|ml      |20053872|20115098|N|||0
1|A|20068546|20040896|53|gram    |20068546|20040896|N|||0
1|A|20093432|20115098|147|ml      |20093432|20115098|N|||0
1|A|20093433|20115098|30|ml      |20093433|20115098|N|||0
1|A|20101437|20115098|30|ml      |20101437|20115098|N|||0
1|A|20101438|20115098|30|ml      |20101438|20115098|N|||0
1|A|20103279|20115098|200|ml      |20103279|20115098|N|||0
1|A|20103280|20115098|30|ml      |20103280|20115098|N|||0
1|A|20068546|20115098|155|ml      |20068546|20115098|N|||0
1|A|20053875|20040896|53|GRAM    |20053875|20040896|N|||0
1|A|20103704|20115098|200|ml      |20103704|20115098|N|||0
1|A|20103705|20115098|200|ml      |20103705|20115098|N|||0
1|A|20103772|20115098|30|ml      |20103772|20115098|N|||0
1|A|20103773|20115098|50|ml      |20103773|20115098|N|||0
1|A|20103774|20115098|25|ml      |20103774|20115098|N|||0
1|A|20106106|20115098|28|ml      |20106106|20115098|N|||0
1|A|20091306|20115098|80|ml      |20091306|20115098|N|||0
1|A|20111898|20115098|30|ml      |20111898|20115098|N|||0
1|A|20111897|20115098|30|ml      |20111897|20115098|N|||0
1|A|20111899|20115098|60|ml      |20111899|20115098|N|||0
1|A|20113169|20115098|300|ml      |20113169|20115098|N|||0
1|A|20115535|20115531|1|PCS     |20115535|20115531|N|||0
1|A|20115533|20115531|1|PCS     |20115533|20115531|N|||0
1|A|20115534|20115531|1|PCS     |20115534|20115531|N|||0
1|A|20074247|20073642|85|ML      |20074247|20073642|N|||0
1|A|20068999|20069021|60|ml      |20068999|20069021|N|||0
1|A|20068999|20069644|30|GRAM    |20068999|20069644|N|||0
1|A|20069000|20069022|44|ml      |20069000|20069022|N|||0
1|A|20082649|20082341|16|GRAM    |20082649|20082341|N|||0
1|A|20087296|20040897|0||20087296|20040897|N|||0
1|A|20089923|20079902|1|PCS     |20089923|20079902|N|||0
1|A|20087089|20040897|0||20087089|20040897|N|||0
1|A|20101470|20071970|150|ML      |20101470|20071970|N|||0
1|A|20087090|20040897|0||20087090|20040897|N|||0
1|A|20093057|20080366|1|PCS     |20093057|20080366|N|||0
1|A|20084432|20069608|1|PCS     |20084432|20069608|N|||0
1|A|20085261|20069608|1|PCS     |20085261|20069608|N|||0
1|A|20089519|20069608|1|PCS     |20089519|20069608|N|||0
1|A|20094017|20069608|1|pcs     |20094017|20069608|N|||0
1|A|20106113|20069608|1|pcs     |20106113|20069608|N|||0
1|A|20068995|20069644|10|gram    |20068995|20069644|N|||0
1|A|20109812|20069608|-1|pcs     |20109812|20069608|N|||0
1|A|20109818|20069608|-1|PCS     |20109818|20069608|N|||0
1|A|20109820|20069608|-1|pcs     |20109820|20069608|N|||0
1|A|20109830|20069608|-1|PCS     |20109830|20069608|N|||0
1|A|20109852|20069608|-1|pcs     |20109852|20069608|N|||0
1|A|20109858|20069608|-1|PCS     |20109858|20069608|N|||0
1|A|20113169|20069608|1|pcs     |20113169|20069608|N|||0
1|A|20113311|20069608|-1|pcs     |20113311|20069608|N|||0
1|A|20097396|20096708|1|PCS     |20097396|20096708|N|||0
1|A|20120501|20120501|1|PCS     |20120501|20120501|N|||0
1|A|20095885|20107507|2|PCS     |20095885|20107507|N|||0
1|A|20094647|20082341|31|GRAM    |20094647|20082341|N|||0
1|A|20106116|20069028|50|ml      |20106116|20069028|N|||0
1|A|20094648|20069025|30|ML      |20094648|20069025|N|||0
1|A|20106116|20069018|1|pcs     |20106116|20069018|N|||0
1|A|20106116|20069032|15|gr      |20106116|20069032|N|||0
1|A|20094650|20071970|38|GRAM    |20094650|20071970|N|||0
1|A|20094648|20069025|32|ML      |20094648|20069025|N|||0
1|A|20094649|20069026|30|ML      |20094649|20069026|N|||0
1|A|20079191|20070619|130|ML      |20079191|20070619|N|||0
1|A|20095413|20070619|130|ML      |20095413|20070619|N|||0
1|A|20096199|20089864|20|ML      |20096199|20089864|N|||0
1|A|20096199|20096197|20|ML      |20096199|20096197|N|||0
1|A|20099128|20096236|4|PCS     |20099128|20096236|N|||0
1|A|20099127|20096236|4|PCS     |20099127|20096236|N|||0
1|A|20099191|20096236|4|PCS     |20099191|20096236|N|||0
1|A|20099190|20096236|4|PCS     |20099190|20096236|N|||0
1|A|20095412|20040895|18|GR      |20095412|20040895|N|||0
1|A|20094528|20069033|45|GR      |20094528|20069033|N|||0
1|A|20094528|20056050|1|PCS     |20094528|20056050|N|||0
1|A|20094528|20056053|1|PCS     |20094528|20056053|N|||0
1|A|20089923|20083845|20|PCS     |20089923|20083845|N|||0
1|A|20068990|20069016|1|PCS     |20068990|20069016|N|||0
1|A|20069011|20069016|1|PCS     |20069011|20069016|N|||0
1|A|20085281|20069016|1|PCS     |20085281|20069016|N|||0
1|A|20085282|20069016|1|PCS     |20085282|20069016|N|||0
1|A|20085283|20069016|1|PCS     |20085283|20069016|N|||0
1|A|20085284|20069016|1|PCS     |20085284|20069016|N|||0
1|A|20069011|20099123|1|PCS     |20069011|20099123|N|||0
1|A|20068990|20099123|1|PCS     |20068990|20099123|N|||0
1|A|20099879|20099124|1|PCS     |20099879|20099124|N|||0
1|A|20099880|20099124|1|PCS     |20099880|20099124|N|||0
1|A|20099881|20099125|1|PCS     |20099881|20099125|N|||0
1|A|20099882|20099125|1|PCS     |20099882|20099125|N|||0
1|A|20085281|20099123|1|PCS     |20085281|20099123|N|||0
1|A|20085282|20099123|1|PCS     |20085282|20099123|N|||0
1|A|20085283|20099123|1|PCS     |20085283|20099123|N|||0
1|A|20085284|20099123|1|PCS     |20085284|20099123|N|||0
1|A|20106116|20069643|25|gr      |20106116|20069643|N|||0
1|A|20106116|20069777|1|pcs     |20106116|20069777|N|||0
1|A|20106116|20069644|5|ml      |20106116|20069644|N|||0
1|A|20074276|20110494|100|GR      |20074276|20110494|N|||0
